,index,TotalByYearUSD,Group
23848,41932,625301,Group1
23859,41949,409288,Group1
23869,41964,275192,Group1
23913,42054,250000,Group1
24231,42585,409288,Group1
24332,42755,204996,Group1
24354,42792,209377,Group1
24444,42951,368359,Group1
24519,43072,326298,Group1
24558,43150,209377,Group1
24635,43306,232000,Group1
24705,43440,380000,Group1
24724,43475,470681,Group1
24805,43640,601797,Group1
24836,43710,230000,Group1
24947,43936,250000,Group1
24977,43994,272859,Group1
25023,44071,250000,Group1
25055,44132,300000,Group1
25065,44155,274135,Group1
25075,44173,272859,Group1
25085,44193,220000,Group1
25118,44261,250000,Group1
25161,44346,600000,Group1
25167,44359,351730,Group1
25183,44403,248163,Group1
25188,44413,230000,Group1
25215,44465,365000,Group1
25228,44489,250000,Group1
25327,44709,472154,Group1
25334,44719,545717,Group1
25368,44787,227382,Group1
25417,44878,272859,Group1
25436,44918,568180,Group1
25481,45001,568180,Group1
25514,45053,389609,Group1
25543,45105,295597,Group1
25578,45159,202921,Group1
25618,45226,362902,Group1
25628,45236,231806,Group1
25678,45319,545717,Group1
25701,45363,300000,Group1
25711,45385,284228,Group1
25731,45415,227382,Group1
25739,45432,613932,Group1
25804,45560,545717,Group1
25811,45571,334830,Group1
25866,45669,383858,Group1
25908,45735,212488,Group1
25967,45834,338225,Group1
25970,45839,395000,Group1
25973,45845,300000,Group1
25984,45860,225000,Group1
25985,45862,260000,Group1
25991,45870,358345,Group1
26013,45909,350000,Group1
26017,45916,272859,Group1
26018,45917,297416,Group1
26122,46064,250000,Group1
26151,46104,379795,Group1
26187,46157,284228,Group1
26207,46188,250000,Group1
26219,46202,350000,Group1
26236,46223,205000,Group1
26246,46241,545717,Group1
26267,46281,230000,Group1
26271,46286,216449,Group1
26302,46341,682147,Group1
26311,46356,292000,Group1
26406,46506,250000,Group1
26414,46515,654861,Group1
26442,46561,215000,Group1
26467,46596,250000,Group1
26484,46629,295000,Group1
26512,46676,240000,Group1
26523,46690,220000,Group1
26529,46701,641218,Group1
26533,46708,225000,Group1
26544,46731,400000,Group1
26580,46805,350000,Group1
26606,46840,380000,Group1
26614,46858,240000,Group1
26618,46863,568180,Group1
26644,46914,553868,Group1
26650,46929,240000,Group1
26654,46937,384198,Group1
26689,46993,223217,Group1
26694,47000,477503,Group1
26708,47023,270000,Group1
26740,47083,341073,Group1
26773,47136,205000,Group1
26778,47143,220000,Group1
26793,47167,550000,Group1
26807,47192,230000,Group1
26824,47218,231806,Group1
26832,47229,300000,Group1
26851,47263,250000,Group1
26885,47309,654861,Group1
26924,47369,260000,Group1
26941,47392,310000,Group1
26943,47394,649348,Group1
26947,47403,650000,Group1
26959,47422,450000,Group1
26961,47424,210000,Group1
26977,47446,263169,Group1
27000,47493,208000,Group1
27002,47495,212022,Group1
27022,47527,250000,Group1
27036,47556,225000,Group1
27047,47575,245000,Group1
27057,47586,385000,Group1
27065,47611,218000,Group1
27071,47618,308583,Group1
27089,47645,400000,Group1
27118,47695,217916,Group1
27177,47802,218500,Group1
27190,47823,250000,Group1
27200,47843,402649,Group1
27205,47857,604854,Group1
27238,47919,472154,Group1
27252,47950,697332,Group1
27301,48054,212488,Group1
27364,48179,370437,Group1
27432,48329,250000,Group1
27467,48400,545717,Group1
27485,48434,327430,Group1
27508,48471,322119,Group1
27624,48664,491146,Group1
27702,48772,518432,Group1
27738,48820,350000,Group1
27888,49025,511610,Group1
27929,49074,223213,Group1
27972,49139,616881,Group1
27988,49161,354716,Group1
28027,49216,300145,Group1
28031,49222,257034,Group1
28036,49229,402467,Group1
28125,49357,631887,Group1
28137,49372,354716,Group1
28149,49392,229978,Group1
28176,49433,627575,Group1
28199,49465,204000,Group1
28343,49699,375181,Group1
28350,49708,227382,Group1
28376,49748,231806,Group1
28427,49839,545717,Group1
28433,49853,500000,Group1
28512,49964,448862,Group1
28521,49981,218287,Group1
28610,50115,368781,Group1
28631,50145,250000,Group1
28666,50193,272859,Group1
28767,50337,327430,Group1
28829,50448,202921,Group1
28846,50470,477503,Group1
28853,50480,320000,Group1
28859,50490,300000,Group1
28890,50533,210000,Group1
28913,50561,210000,Group1
28921,50571,213900,Group1
28933,50585,203333,Group1
28975,50654,250000,Group1
28994,50679,230000,Group1
28996,50684,300000,Group1
28997,50686,258000,Group1
29034,50749,250000,Group1
29057,50778,325000,Group1
29087,50825,205000,Group1
29098,50839,221547,Group1
29122,50869,586646,Group1
29161,50924,316496,Group1
29166,50932,220000,Group1
29208,50989,600000,Group1
29215,51000,240000,Group1
29233,51024,230400,Group1
29243,51041,260000,Group1
29261,51069,675000,Group1
29304,51130,225000,Group1
29305,51132,300000,Group1
29311,51141,535712,Group1
29361,51220,205000,Group1
29367,51230,600647,Group1
29380,51257,260000,Group1
29392,51280,504789,Group1
29395,51285,225000,Group1
29411,51308,215000,Group1
29480,51402,256362,Group1
29483,51406,211603,Group1
29508,51450,240000,Group1
29528,51481,240000,Group1
29533,51486,348145,Group1
29545,51502,210000,Group1
29584,51573,215000,Group1
29602,51597,472000,Group1
29608,51606,340000,Group1
29610,51612,250000,Group1
29612,51614,250000,Group1
29625,51633,420000,Group1
29628,51637,250000,Group1
29631,51641,240000,Group1
29654,51670,300000,Group1
29666,51686,210000,Group1
29669,51693,207000,Group1
29685,51715,215000,Group1
29688,51718,500000,Group1
29716,51766,250000,Group1
29722,51774,228056,Group1
29724,51777,225000,Group1
29754,51815,330000,Group1
29756,51818,440000,Group1
29762,51827,380000,Group1
29763,51829,210000,Group1
29765,51832,267000,Group1
29802,51886,250000,Group1
29808,51893,210000,Group1
29828,51918,300000,Group1
29830,51920,215000,Group1
29833,51924,254000,Group1
29836,51930,225000,Group1
29860,51967,676404,Group1
29879,51999,220000,Group1
29882,52003,225000,Group1
29884,52007,630000,Group1
29886,52009,210000,Group1
29924,52061,250000,Group1
29927,52067,240000,Group1
29936,52080,210000,Group1
29952,52102,250000,Group1
30005,52189,375000,Group1
30012,52199,300000,Group1
30014,52204,225000,Group1
30046,52257,344000,Group1
30055,52275,216449,Group1
30065,52294,370000,Group1
30086,52317,240000,Group1
30088,52320,221000,Group1
30089,52321,202557,Group1
30125,52372,270400,Group1
30127,52374,220000,Group1
30151,52414,320000,Group1
30169,52440,330000,Group1
30174,52448,275000,Group1
30186,52464,300000,Group1
30223,52515,270000,Group1
30226,52519,316496,Group1
30231,52528,250000,Group1
30254,52562,220000,Group1
30279,52602,278000,Group1
30280,52603,269200,Group1
30292,52627,204644,Group1
30304,52647,450000,Group1
30311,52658,300000,Group1
30323,52676,205000,Group1
30355,52728,262627,Group1
30371,52756,250000,Group1
30391,52786,450000,Group1
30402,52808,210000,Group1
30410,52822,215000,Group1
30412,52825,230000,Group1
30417,52831,330000,Group1
30420,52836,238751,Group1
30439,52867,536000,Group1
30462,52907,350000,Group1
30466,52912,340000,Group1
30478,52928,340000,Group1
30494,52951,250000,Group1
30500,52969,400000,Group1
30544,53040,618385,Group1
30561,53072,547602,Group1
30568,53087,208000,Group1
30577,53099,653749,Group1
30594,53137,225000,Group1
30601,53149,250000,Group1
30613,53170,350000,Group1
30614,53171,300000,Group1
30633,53212,500000,Group1
30665,53277,300000,Group1
30737,53412,219308,Group1
30740,53417,491146,Group1
30858,53636,511610,Group1
30864,53642,382002,Group1
30901,53694,682147,Group1
30924,53742,245573,Group1
30936,53762,586646,Group1
30958,53792,226633,Group1
30967,53808,204644,Group1
31097,54039,204644,Group1
31109,54062,681816,Group1
31171,54174,245573,Group1
31195,54225,518432,Group1
31212,54258,228000,Group1
31216,54266,370000,Group1
31221,54279,573003,Group1
31257,54334,420453,Group1
31307,54413,272859,Group1
31351,54484,559360,Group1
31367,54509,250000,Group1
31456,54648,454544,Group1
31488,54705,202921,Group1
31513,54742,300000,Group1
31630,54929,275000,Group1
31631,54931,680548,Group1
31664,54994,227382,Group1
31674,55019,613932,Group1
31693,55051,219308,Group1
31712,55079,284228,Group1
31796,55223,210000,Group1
31805,55232,400000,Group1
31816,55250,503245,Group1
31832,55280,400000,Group1
31859,55333,572000,Group1
31934,55454,221547,Group1
31945,55476,230000,Group1
31950,55487,300000,Group1
31956,55496,309395,Group1
31959,55505,270562,Group1
32018,55646,348776,Group1
32035,55671,227662,Group1
32038,55675,325000,Group1
32076,55746,210000,Group1
32077,55747,270440,Group1
32109,55793,633115,Group1
32111,55798,300000,Group1
32153,55873,250000,Group1
32156,55878,235000,Group1
32167,55893,245284,Group1
32199,55948,220000,Group1
32214,55973,453409,Group1
32262,56039,500000,Group1
32264,56042,255596,Group1
32280,56061,500000,Group1
32285,56069,204644,Group1
32308,56097,270000,Group1
32343,56138,600000,Group1
32360,56164,350000,Group1
32392,56215,215000,Group1
32435,56273,325000,Group1
32508,56375,220153,Group1
32528,56400,246211,Group1
32538,56414,252204,Group1
32547,56428,310000,Group1
32548,56430,255805,Group1
32552,56434,217221,Group1
32559,56443,445000,Group1
32569,56463,249000,Group1
32600,56513,212797,Group1
32608,56529,270562,Group1
32621,56557,400000,Group1
32626,56566,550000,Group1
32652,56603,240000,Group1
32662,56617,220000,Group1
32664,56619,600647,Group1
32713,56697,250000,Group1
32717,56702,478000,Group1
32730,56728,280000,Group1
32749,56761,350000,Group1
32765,56782,210000,Group1
32781,56805,450000,Group1
32785,56810,210000,Group1
32796,56828,457000,Group1
32810,56847,207000,Group1
32811,56848,350000,Group1
32844,56898,220000,Group1
32876,56949,250000,Group1
32946,57058,220000,Group1
32948,57061,300000,Group1
32953,57073,260000,Group1
32968,57092,300000,Group1
32970,57094,500000,Group1
32978,57104,235000,Group1
32989,57119,250000,Group1
32990,57120,207000,Group1
32994,57130,400000,Group1
32995,57131,210000,Group1
32997,57133,210535,Group1
33030,57178,260000,Group1
33034,57184,450000,Group1
33041,57196,380000,Group1
33049,57205,340000,Group1
33050,57206,248000,Group1
33056,57213,210000,Group1
33059,57217,350000,Group1
33070,57234,294000,Group1
33071,57236,278000,Group1
33124,57323,420000,Group1
33133,57340,240000,Group1
33144,57356,240000,Group1
33150,57366,312000,Group1
33153,57371,250000,Group1
33163,57384,250000,Group1
33178,57410,650000,Group1
33194,57433,264000,Group1
33208,57452,375000,Group1
33226,57472,232000,Group1
33267,57536,230000,Group1
33276,57549,477503,Group1
33282,57557,500000,Group1
33309,57597,429753,Group1
33334,57634,298000,Group1
33354,57662,375357,Group1
33362,57675,260000,Group1
33393,57712,250000,Group1
33407,57734,260000,Group1
33420,57749,400000,Group1
33425,57756,210000,Group1
33486,57849,422931,Group1
33492,57855,422931,Group1
33497,57863,250000,Group1
33508,57877,450217,Group1
33533,57911,210329,Group1
33555,57943,207509,Group1
33591,58002,568180,Group1
33622,58051,305000,Group1
33635,58068,613932,Group1
33696,58152,246211,Group1
33703,58163,365258,Group1
33720,58188,613932,Group1
33736,58208,600647,Group1
33742,58217,545717,Group1
33751,58228,600647,Group1
33763,58249,219831,Group1
33806,58322,216449,Group1
33834,58358,202921,Group1
33843,58372,383654,Group1
33852,58383,641218,Group1
33878,58426,215000,Group1
33910,58484,248000,Group1
33929,58519,250000,Group1
33945,58543,649348,Group1
33953,58554,400000,Group1
33973,58582,668504,Group1
34030,58670,280000,Group1
34035,58677,500000,Group1
34078,58753,270440,Group1
34091,58769,250000,Group1
34097,58777,330000,Group1
34143,58848,225000,Group1
34187,58918,641218,Group1
34249,59004,220000,Group1
34268,59032,280000,Group1
34277,59046,545717,Group1
34296,59073,204644,Group1
34331,59123,204644,Group1
34336,59133,230000,Group1
34344,59143,210000,Group1
34347,59148,350000,Group1
34355,59164,220000,Group1
34382,59197,409288,Group1
34417,59246,307000,Group1
34432,59270,260000,Group1
34474,59339,243506,Group1
34527,59417,220000,Group1
34532,59422,559360,Group1
34540,59432,295000,Group1
34546,59438,225000,Group1
34557,59451,313788,Group1
34567,59463,208000,Group1
34616,59536,202000,Group1
34630,59564,257153,Group1
34637,59579,300000,Group1
34658,59615,360000,Group1
34671,59634,300000,Group1
34684,59658,243275,Group1
34709,59692,497889,Group1
34712,59695,222000,Group1
34724,59716,251000,Group1
34734,59731,356058,Group1
34780,59797,202921,Group1
34796,59817,225000,Group1
34807,59832,300000,Group1
34810,59836,300000,Group1
34827,59859,210000,Group1
34868,59918,320000,Group1
34870,59921,281730,Group1
34871,59923,230000,Group1
34875,59928,300000,Group1
34877,59931,204644,Group1
34883,59940,372420,Group1
34884,59941,220000,Group1
34897,59964,220000,Group1
34912,59991,204000,Group1
34914,59993,300000,Group1
34928,60012,210000,Group1
34940,60028,289000,Group1
34944,60035,230000,Group1
34963,60069,208000,Group1
34975,60093,265000,Group1
34998,60138,225000,Group1
35006,60149,520000,Group1
35023,60176,315000,Group1
35036,60199,405843,Group1
35045,60212,225000,Group1
35048,60216,230000,Group1
35065,60240,240000,Group1
35075,60252,370000,Group1
35078,60256,312000,Group1
35085,60266,240000,Group1
35122,60324,375000,Group1
35141,60351,310000,Group1
35151,60364,225000,Group1
35156,60370,300000,Group1
35161,60377,370000,Group1
35177,60397,235000,Group1
35206,60453,251000,Group1
35225,60477,250270,Group1
35241,60505,240000,Group1
35247,60514,330000,Group1
35269,60546,210000,Group1
35281,60568,213000,Group1
35353,60674,275000,Group1
35375,60711,205000,Group1
35382,60726,205722,Group1
35387,60731,545717,Group1
35398,60749,202921,Group1
35399,60751,250000,Group1
35413,60779,235000,Group1
35414,60780,230000,Group1
35435,60807,500000,Group1
35436,60808,220000,Group1
35439,60811,450000,Group1
35445,60819,225503,Group1
35477,60878,514067,Group1
35501,60920,240000,Group1
35504,60926,230000,Group1
35517,60947,551784,Group1
35535,60970,230000,Group1
35542,60982,350000,Group1
35562,61010,205000,Group1
35572,61028,240000,Group1
35574,61030,390000,Group1
35583,61045,250000,Group1
35602,61073,432011,Group1
35611,61088,400000,Group1
35619,61101,380000,Group1
35635,61138,215000,Group1
35642,61152,250000,Group1
35647,61163,280000,Group1
35662,61194,343000,Group1
35670,61208,440000,Group1
35672,61215,318335,Group1
35681,61237,350000,Group1
35768,61422,250000,Group1
35769,61423,227382,Group1
35782,61453,300530,Group1
35787,61463,202921,Group1
35807,61508,225000,Group1
35823,61536,284228,Group1
35826,61543,270562,Group1
35854,61598,272859,Group1
35944,61789,212830,Group1
35950,61804,261490,Group1
35953,61811,210000,Group1
35961,61822,525000,Group1
35965,61828,280000,Group1
35967,61831,400000,Group1
35980,61855,613932,Group1
36048,61994,219308,Group1
36053,62001,310000,Group1
36089,62069,220000,Group1
36092,62075,328962,Group1
36102,62109,338225,Group1
36123,62170,322119,Group1
36141,62211,370000,Group1
36169,62273,681816,Group1
36177,62288,250000,Group1
36214,62355,235000,Group1
36238,62409,210000,Group1
36241,62415,368359,Group1
36266,62464,346009,Group1
36281,62489,210000,Group1
36287,62503,454765,Group1
36295,62519,477503,Group1
36313,62556,405000,Group1
36333,62600,270000,Group1
36341,62622,450000,Group1
36360,62671,682147,Group1
36376,62706,300000,Group1
36391,62734,244436,Group1
36403,62755,330000,Group1
36407,62765,230000,Group1
36408,62767,280000,Group1
36423,62796,345000,Group1
36443,62845,304000,Group1
36451,62869,225000,Group1
36459,62890,695106,Group1
36485,62947,215000,Group1
36496,62972,479416,Group1
36501,62985,320000,Group1
36561,63144,285487,Group1
36575,63184,435833,Group1
36609,63281,204644,Group1
36636,63338,297618,Group1
36644,63369,202921,Group1
36693,63476,344206,Group1
36748,63605,244615,Group1
36766,63662,450217,Group1
36776,63679,212830,Group1
36799,63735,375000,Group1
36804,63740,202921,Group1
36819,63770,240000,Group1
36822,63777,202921,Group1
36827,63786,682147,Group1
36839,63811,340000,Group1
36880,63895,400000,Group1
36903,63936,216000,Group1
36910,63952,212331,Group1
36950,64046,205000,Group1
36962,64070,225910,Group1
36966,64076,333903,Group1
36967,64082,310000,Group1
36970,64085,409288,Group1
36995,64131,351730,Group1
36998,64145,600000,Group1
37006,64162,450000,Group1
37029,64208,254236,Group1
37061,64263,360000,Group1
37112,64378,338225,Group1
37144,64433,210535,Group1
37155,64456,290000,Group1
37157,64463,262461,Group1
37198,64542,242900,Group1
37277,64676,669499,Group1
37283,64687,208000,Group1
37350,64787,272859,Group1
